shortcode,kind,url,status,attempts,post_like_count,repost_count,captured_comments,displayed_comment_count,target_comment_count,target_comment_source,capture_rate_estimate,unique_commenters,total_comment_likes,mean_comment_likes,median_comment_likes,mean_text_length,median_text_length,posted_at,stop_reason,exhaustion_reason,effective_concurrency,worker_id,active_hydrated_at,active_hydrate_ms,hydrate_visibility_state,hydrate_comments_found,hydrate_target_comment_count,active_scrape_started_at,active_scrape_finished_at,active_scroll_rounds,active_visibility_states,background_scroll_visibility_states,caption_preview
DYP8IqWkbhN,p,https://www.instagram.com/thedogist/p/DYP8IqWkbhN/,partial,1,100000,144,17,871,871,og_description,0.0195,16,2777,163.35,52,273.82,219,2026-05-12T18:42:17.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-04,2026-06-20T00:46:34.094Z,11508,visible,16,871,2026-06-20T00:46:34.095Z,2026-06-20T00:47:13.167Z,17,visible,visible,"Dice, Dalmatian, Anchorage Place, Brooklyn, NY • ”He’s a tri-colored Dalmatian. He’s been getting a lot of attention here. He’s not too friendly, so you might n"
DYNqkPIhG0M,reel,https://www.instagram.com/thedogist/reel/DYNqkPIhG0M/,partial,1,32000,,225,261,261,og_description,0.8621,215,1665,7.4,2,50,34,2026-05-11T21:30:10.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-05,2026-06-20T00:47:19.893Z,6707,visible,16,261,2026-06-20T00:47:19.893Z,2026-06-20T00:50:08.233Z,76,visible,visible,"Arthur, Wheaten Terrier, Cobble Hill Park, Brooklyn, NY • “He’s named after Arthur Shelby from Peaky Blinders. He’s my second Wheaten. I had one growing up name"
DYKLczCyeR7,reel,https://www.instagram.com/thedogist/reel/DYKLczCyeR7/,partial,1,26000,,121,210,210,og_description,0.5762,107,2688,22.21,1,53.19,43,2026-05-10T13:00:41.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-06,2026-06-20T00:50:18.541Z,10288,visible,16,210,2026-06-20T00:50:18.542Z,2026-06-20T00:52:28.317Z,48,visible,visible,"thedogistVerified Edited•5wHappy Mother’s Day! Whether you’re a dog mom or a human mom (or grandmom), you mean so much to the people (and dogs) you care for! 💐"
DYIPkVcP3QY,reel,https://www.instagram.com/thedogist/reel/DYIPkVcP3QY/,partial,1,49000,,57,723,723,og_description,0.0788,46,4004,70.25,6,216.18,141,2026-05-09T18:58:12.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-07,2026-06-20T00:52:38.637Z,10304,visible,16,723,2026-06-20T00:52:38.638Z,2026-06-20T00:54:25.337Z,42,visible,visible,"Dr. Jane Goodall changed the way we think about and treat animals. I had the great honor of spending the day with her last fall, during which she emphasized the"
DYF-_83xsIa,reel,https://www.instagram.com/thedogist/reel/DYF-_83xsIa/,partial,1,46000,,182,246,246,og_description,0.7398,174,2148,11.8,1,41.79,29,2026-05-08T21:56:15.000Z,active_visibility_lost,active_visibility_lost,20,worker-08,2026-06-20T00:54:36.859Z,11504,visible,16,246,2026-06-20T00:54:36.860Z,2026-06-20T00:56:45.560Z,55,visible|hidden,visible|hidden,"Pearl, Pug (3 y/o), Cobble Hill Park, Brooklyn, NY • “I’ve had other dogs; I’ve never had a Pug before. They’re very clingy, which I thought I’d be annoyed with"
DYDW2ezkeo6,p,https://www.instagram.com/thedogist/p/DYDW2ezkeo6/,partial,1,35000,45,89,96,96,og_description,0.9271,89,244,2.74,1,28.18,21,2026-05-07T21:25:36.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-09,2026-06-20T00:56:49.972Z,4397,visible,16,96,2026-06-20T00:56:49.973Z,2026-06-20T00:57:56.434Z,30,visible,visible,"Raoul, Mishka, & Cosmo, Pomskies & Golden Retriever, Central Park, New York, NY • ”Cosmo is picky. He doesn’t really like treats. Raoul and Mishka (the Pomskies"
DYAytyKy1xb,reel,https://www.instagram.com/thedogist/reel/DYAytyKy1xb/,partial,1,25000,,116,141,141,og_description,0.8227,114,1458,12.57,0,48.9,32,2026-05-06T21:32:15.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-10,2026-06-20T00:58:04.332Z,7884,visible,16,141,2026-06-20T00:58:04.333Z,2026-06-20T00:59:46.704Z,47,visible,visible,The chicken liver treats were a hit - thanks mom! (My mom closely guards the recipe 😅) What treats should I make next and where should I pass them out?
DX-NWSiSAfX,reel,https://www.instagram.com/thedogist/reel/DX-NWSiSAfX/,partial,1,32000,,283,305,305,og_description,0.9279,282,1830,6.47,0,57.82,42,2026-05-05T21:27:32.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-11,2026-06-20T00:59:55.830Z,9110,visible,16,305,2026-06-20T00:59:55.831Z,2026-06-20T01:03:01.671Z,88,visible,visible,"Jago, Labrador Retriever (9 y/o), Cobble Hill Park, Brooklyn, NY • “He’s super calm and chill… as soon as he sees food he gets up. He’s not picky, except for an"
DX7q55aStyB,reel,https://www.instagram.com/thedogist/reel/DX7q55aStyB/,partial,1,112000,,48,1913,1913,og_description,0.0251,43,11894,247.79,1,114.81,64.5,2026-05-04T21:48:18.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-12,2026-06-20T01:03:05.974Z,4285,visible,16,1913,2026-06-20T01:03:05.975Z,2026-06-20T01:04:06.461Z,24,visible,visible,These Beagles are lucky to have been saved by a team of people who refused to let them live their lives as laboratory test subjects.These sweet natured dogs wil
DX7N9SEkRMP,p,https://www.instagram.com/thedogist/p/DX7N9SEkRMP/,partial,1,25000,34,78,90,90,og_description,0.8667,76,75,0.96,0,44.96,36,2026-05-04T17:34:00.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-13,2026-06-20T01:04:17.982Z,11501,visible,15,90,2026-06-20T01:04:17.983Z,2026-06-20T01:05:22.713Z,29,visible,visible,"April disappeared faster than my cup of Greek froyo. Oh, and I guess I play padel now too 😎"
DX1qRXNz7YJ,reel,https://www.instagram.com/thedogist/reel/DX1qRXNz7YJ/,partial,1,12000,,194,225,225,og_description,0.8622,173,202,1.04,0,52.22,37,2026-05-05T21:39:38.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-14,2026-06-20T01:05:33.017Z,10290,visible,15,225,2026-06-20T01:05:33.017Z,2026-06-20T01:08:15.322Z,70,visible,visible,"thedogistVerified Edited•6wTHE DOGIST WALK 🐾 MAY 17 | CENTRAL PARKThis community, all of you, are pretty awesome, and it’s been a while since I’ve done a fun m"
DXzzFw7SqDt,reel,https://www.instagram.com/thedogist/reel/DXzzFw7SqDt/,partial,1,34000,,98,111,111,og_description,0.8829,96,1491,15.21,1,46.28,32,2026-05-01T20:24:42.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-15,2026-06-20T01:08:20.809Z,5469,visible,16,111,2026-06-20T01:08:20.809Z,2026-06-20T01:09:47.450Z,37,visible,visible,"Cooper, Pembroke Welsh Corgi (12 y/o), Cobble Hill Park, Brooklyn, NY • “Two of our neighbors, his friends, you’ve already interviewed – Celly and Ravioli. I tr"
DXxZpZrSVod,reel,https://www.instagram.com/thedogist/reel/DXxZpZrSVod/,partial,1,36000,,303,326,326,og_description,0.9294,294,3549,11.71,0,51.81,33,2026-04-30T22:04:01.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-16,2026-06-20T01:09:50.538Z,3068,visible,16,326,2026-06-20T01:09:50.539Z,2026-06-20T01:13:12.952Z,93,visible,visible,"Dogist Community, I need your help!On Tuesday, I took the amazing Ringo out of @nycacc for a boroughbreak. She’s an incredible senior dog, and it was heartbreak"
DXwg-gNlEQO,p,https://www.instagram.com/thedogist/p/DXwg-gNlEQO/,partial,1,22000,,93,99,99,og_description,0.9394,91,198,2.13,0,40.88,22,2026-04-30T13:48:30.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-17,2026-06-20T01:13:18.471Z,5497,visible,16,99,2026-06-20T01:13:18.472Z,2026-06-20T01:14:27.960Z,32,visible,visible,"ADOPTABLE! Today is National Adopt a Shelter Pet Day! If you’re considering adding a four-legged friend to your family, I encourage you to visit your local shel"
DXsHI8VkbUP,reel,https://www.instagram.com/thedogist/reel/DXsHI8VkbUP/,partial,1,48000,,515,636,636,og_description,0.8097,502,5092,9.89,0,49.7,29,2026-04-28T20:49:21.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-18,2026-06-20T01:14:32.259Z,4282,visible,16,636,2026-06-20T01:14:32.260Z,2026-06-20T01:19:51.722Z,146,visible,visible,"thedogistVerified Edited•7wThe story of @chasingelsa 🤍This Thursday is Adopt a Shelter Dog Day, so I wanted to share Elsa’s rescue story. If you’ve been thinki"
DXmOp93RV70,reel,https://www.instagram.com/thedogist/reel/DXmOp93RV70/,partial,1,31000,131,579,626,626,og_description,0.9249,564,6407,11.07,0,32.03,22,2026-04-26T13:56:11.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-19,2026-06-20T01:19:54.829Z,3085,visible,15,626,2026-06-20T01:19:54.830Z,2026-06-20T01:26:07.343Z,171,visible,visible,Should Norman and Els make it official?
DXjqVIgBU3J,reel,https://www.instagram.com/thedogist/reel/DXjqVIgBU3J/,partial,1,60000,,266,299,299,og_description,0.8896,258,3491,13.12,0,36.67,24.5,2026-04-25T14:00:05.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,20,worker-20,2026-06-20T01:26:16.434Z,9071,visible,16,299,2026-06-20T01:26:16.438Z,2026-06-20T01:29:23.255Z,82,visible,visible,"James, Newfoundland (1 y/o), 20th & 10th Ave., New York, NY • “He’s 135lbs. He loves all dogs. He wants to meet every single dog in the city. He goes to Central"
DXh1oZBxUhq,reel,https://www.instagram.com/thedogist/reel/DXh1oZBxUhq/,complete,1,14000,,671,718,718,og_description_mixed_platform,0.9345,657,1300,1.94,0,79.5,64,2026-04-24T21:00:38.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T02:39:29.868Z,8660,visible,16,718,2026-06-20T02:39:29.869Z,2026-06-20T02:40:30.558Z,63,visible,visible,Does anyone’s dog happily eat all these healthy snacks? We went 0/10. I’m gonna try adding a few of these ingredients into Elsa’s next batch of biscuits!
DXceh4vxhPr,reel,https://www.instagram.com/thedogist/reel/DXceh4vxhPr/,complete,1,37000,,115,137,137,og_description_mixed_platform,0.8394,110,1501,13.05,2,41.59,31,2026-04-22T19:02:44.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T02:40:35.450Z,2656,visible,16,137,2026-06-20T02:40:35.451Z,2026-06-20T02:41:08.535Z,24,visible,visible,"June, Great Pyrenees mix (2 y/o), Cobble Hill Park, Brooklyn, NY • “I got her at Sean Casey (@nyanimalrescue ). We fell in love when she was 4.5 months old. She"
DXaEtasER4M,p,https://www.instagram.com/thedogist/p/DXaEtasER4M/,complete,1,96000,,52,608,608,og_description_mixed_platform,0.0855,46,1456,28,3,60.54,49.5,2026-04-21T20:38:13.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T02:41:19.430Z,8659,visible,16,608,2026-06-20T02:41:19.430Z,2026-06-20T02:42:38.314Z,13,visible,visible,"Penny, Cocker Spaniel (4 m/o), Grand Army Plaza, Brooklyn, NY • “We call her ‘loaf’. She’s the most chill puppy. She’s easy but has major separation anxiety. Sh"
DXXn2QcxAek,reel,https://www.instagram.com/thedogist/reel/DXXn2QcxAek/,failed,1,0,,0,0,0,,,0,0,0,0,0,0,,navigation_error:Could not establish connection. Receiving end does not exist.,navigation_error:Could not establish connection. Receiving end does not exist.,1,worker-01,,,,0,,,,,,,
DXVSjw2kVic,p,https://www.instagram.com/thedogist/p/DXVSjw2kVic/,complete,2,26000,,141,144,144,og_description_mixed_platform,0.9792,130,0,0,0,50.1,28,2026-04-20T00:05:11.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:08:48.260Z,2638,visible,15,144,2026-06-20T03:08:48.260Z,2026-06-20T03:09:22.903Z,26,visible,visible,"thedogistVerified Edited•8wPercy, Cocker Spaniel (4 y/o), Brooklyn Bridge Park, Brooklyn, NY • “My wife grew up with them. He’s my first dog – I’ve always wante"
DXPwZ6DRIAa,reel,https://www.instagram.com/thedogist/reel/DXPwZ6DRIAa/,complete,1,22000,,111,117,117,og_description_mixed_platform,0.9487,97,0,0,0,39.39,32,2026-04-17T20:29:24.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:09:32.716Z,7469,visible,22,117,2026-06-20T03:09:32.717Z,2026-06-20T03:10:03.158Z,24,visible,visible,"Henry, Poodle/Maltese mix (14 y/o), Cobble Hill Park, Brooklyn, NY • “We have the ‘Henry St’ sign right outside our window. And then a couple moved in and named"
DXNdMW8xP5f,reel,https://www.instagram.com/thedogist/reel/DXNdMW8xP5f/,complete,1,16000,,141,144,144,og_description_mixed_platform,0.9792,130,0,0,0,62.61,36,2026-04-16T23:02:28.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:10:12.960Z,7454,visible,26,144,2026-06-20T03:10:12.960Z,2026-06-20T03:10:47.927Z,29,visible,visible,A very special wish from a very special boy. RIP Kygo – you were the goodest boy. Thank you @kygomusic for making @empirestateofkygo wish come true 🙌 Go follow
DXK9knWRkVg,reel,https://www.instagram.com/thedogist/reel/DXK9knWRkVg/,complete,1,16000,,224,226,226,og_description_mixed_platform,0.9912,198,0,0,0,60.36,44,2026-04-15T23:47:29.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:10:58.852Z,8692,visible,28,226,2026-06-20T03:10:58.853Z,2026-06-20T03:11:56.255Z,34,visible,visible,I think I’m ready for my @foodnetwork debut after this one… Ingredients (about 20 small biscuits):-2 tbsp coconut oil-1 1/4 cup whole wheat flour-2 eggs-1/2 cup
DXKTQR1xlMJ,reel,https://www.instagram.com/thedogist/reel/DXKTQR1xlMJ/,complete,1,46000,,375,390,390,og_description_mixed_platform,0.9615,355,0,0,0,66.49,32,2026-04-15T17:38:17.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:12:04.710Z,6247,visible,20,390,2026-06-20T03:12:04.711Z,2026-06-20T03:13:39.845Z,39,visible,visible,"Moose, French Bulldog (10 y/o), Bleecker & W 10th St., New York, NY • “We’re probably gonna find out tomorrow why he lost his sight last week. He had an MRI and"
DXIKSiARwyc,reel,https://www.instagram.com/thedogist/reel/DXIKSiARwyc/,complete,1,60000,,336,382,382,og_description_mixed_platform,0.8796,303,0,0,0,65.96,49.5,2026-04-14T21:40:57.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:13:46.115Z,3849,visible,21,382,2026-06-20T03:13:46.115Z,2026-06-20T03:16:14.272Z,49,visible,visible,"Bella, Beagle (3 y/o), Cobble Hill Park, Brooklyn, NY • “Funny story actually, he had a different name for her. He wanted to call her Jessica…just a random name"
DXFn2gyR49z,reel,https://www.instagram.com/thedogist/reel/DXFn2gyR49z/,complete,1,11000,,162,167,167,og_description_mixed_platform,0.9701,139,0,0,0,56.46,37.5,2026-04-13T22:01:30.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:16:22.323Z,5031,visible,17,167,2026-06-20T03:16:22.323Z,2026-06-20T03:17:12.897Z,33,visible,visible,"The 2026 Dogist Fund beneficiaries are…Congratulations to @paws_and_affection @petswithdisabilitiesrescue and @animalrescueconsortium ! We received well over 5,"
DXCQQ6BR4Tr,reel,https://www.instagram.com/thedogist/reel/DXCQQ6BR4Tr/,partial_unknown_target,1,145000,,640,1058,1058,og_description_mixed_platform,0.6049,550,0,0,0,51.78,31,2026-04-13T12:43:07.000Z,active_visibility_lost,active_visibility_lost,1,worker-01,2026-06-20T03:17:24.006Z,8648,visible,25,1058,2026-06-20T03:17:24.007Z,2026-06-20T03:20:44.099Z,37,visible|hidden,visible|hidden,"thedogistVerified Edited•9wFergus, Great Dane/Poodle Mix (3 m/o), Chelsea Waterfront Dog Park, New York, NY • “He was born without his back paw. He was the only"
DXAjf57kemI,p,https://www.instagram.com/thedogist/p/DXAjf57kemI/,complete,1,48000,,267,271,271,og_description_mixed_platform,0.9852,257,0,0,0,31.78,22,2026-04-11T22:47:01.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:20:51.859Z,5048,visible,17,271,2026-06-20T03:20:51.860Z,2026-06-20T03:21:45.588Z,34,visible,visible,"Happy National Pet Day to the one and only Els! These past five years have been the best because of you. Looking forward to each day petting, loving, walking, f"
DW9xYBdRqu3,reel,https://www.instagram.com/thedogist/reel/DW9xYBdRqu3/,complete,1,0,,114,,,,,104,0,0,0,58.39,32,2026-04-10T20:50:38.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:21:55.334Z,7495,visible,27,,2026-06-20T03:21:55.335Z,2026-06-20T03:22:21.730Z,23,visible,visible,Don’t be a party pooper 💩
DW7dkWmEdP0,p,https://www.instagram.com/thedogist/p/DW7dkWmEdP0/,complete,1,59000,,422,443,443,og_description_mixed_platform,0.9526,407,0,0,0,32.55,24,2026-04-09T23:18:58.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:22:32.609Z,8668,visible,22,443,2026-06-20T03:22:32.609Z,2026-06-20T03:24:52.332Z,42,visible,visible,"Franny & Margo, French Bulldogs (2 y/o), Wooster & Spring St., New York, NY"
DW45QQoRZvE,reel,https://www.instagram.com/thedogist/reel/DW45QQoRZvE/,complete,1,32000,73,150,152,152,og_description_mixed_platform,0.9868,141,0,0,0,58.98,37.5,2026-04-08T23:23:22.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:24:57.188Z,2654,visible,15,152,2026-06-20T03:24:57.188Z,2026-06-20T03:25:38.852Z,29,visible,visible,"OG, Retriever/Shepherd mix, Washington Square Park South, New York, NY • “He’s named after OG Anunoby on the @nyknicks. He’s super loving and cuddly and also hy"
DW4iPKwxOhg,reel,https://www.instagram.com/thedogist/reel/DW4iPKwxOhg/,partial_unknown_target,1,0,,39,,,,,35,0,0,0,55.05,30,2026-04-08T23:39:00.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T03:25:46.265Z,5031,visible,17,,2026-06-20T03:25:46.266Z,2026-06-20T03:26:06.780Z,14,visible,visible,thedogistVerified Edited•10wThank you @jwbonnetcreek for hosting me during Global Pet Expo! Elsa loves the welcome goodies. What do you look for when booking a 
DW2KlZZRnr5,reel,https://www.instagram.com/thedogist/reel/DW2KlZZRnr5/,partial_unknown_target,1,40000,166,189,189,189,og_description_mixed_platform,1,178,0,0,0,39.47,24,2026-04-07T21:58:43.000Z,target_reached,target_reached,1,worker-01,2026-06-20T03:26:12.999Z,3892,visible,16,189,2026-06-20T03:26:13.000Z,2026-06-20T03:26:36.519Z,21,visible,visible,"Chappy, Siberian Husky, W 3rd & MacDougal St., New York, NY • “He was found tied up in somebody’s backyard, just being neglected. We rescued him, brought him to"
DWy_c5pRaGr,reel,https://www.instagram.com/thedogist/reel/DWy_c5pRaGr/,complete,1,0,,52,,,,,45,0,0,0,56.48,27.5,2026-04-06T16:22:43.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:26:46.274Z,7465,visible,20,,2026-06-20T03:26:46.275Z,2026-06-20T03:27:11.336Z,19,visible,visible,I’ve been reviewing the thousands of nominations that have come in over the last couple weeks! This level of community kind-heartedness is truly inspiring! I lo
DWwl8UOkTgk,p,https://www.instagram.com/thedogist/p/DWwl8UOkTgk/,complete,1,76000,246,254,259,259,og_description_mixed_platform,0.9807,214,0,0,0,43.88,29,2026-04-05T18:00:31.000Z,comments_exhausted_bottom_reached,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T03:27:22.696Z,8694,visible,39,259,2026-06-20T03:27:22.697Z,2026-06-20T03:28:26.776Z,36,visible,visible,"Morpheus, Belle, Scuttle, Alfie, Kenzo, Lavender, Latte, Delilah, Tavi, Bodhi, Herman, Harold, & Bella – 2026 Easter Day Parade, New York, NY"
DWrw6ICBDkN,reel,https://www.instagram.com/thedogist/reel/DWrw6ICBDkN/,complete,1,31000,47,56,189,189,og_description_mixed_platform,0.2963,51,1004,17.93,3,49.89,26,2026-04-04T14:00:47.000Z,comments_exhausted_no_new_rounds,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T01:56:52.110Z,5028,visible,15,189,2026-06-20T01:56:52.111Z,2026-06-20T01:57:16.281Z,28,visible,visible,"Pippa, Miniature Goldendoodle (7 y/o), Gansevoort Plaza, New York, NY • “She just got groomed like a week ago. I did tell him to make her ears really short caus"
DWrF_IPkXMe,p,https://www.instagram.com/thedogist/p/DWrF_IPkXMe/,partial_unknown_target,1,65000,155,30,247,247,og_description_mixed_platform,0.1215,30,356,11.87,3,51.27,32,2026-04-03T14:45:04.000Z,active_visibility_lost,active_visibility_lost,1,worker-01,2026-06-20T01:57:22.339Z,3849,visible,15,247,2026-06-20T01:57:22.340Z,2026-06-20T01:57:29.536Z,8,visible|hidden,visible|hidden,"Happy 92nd Birthday, Jane! Our day meeting dogs in Central Park is something I’ll always treasure. I’ll always be inspired to “Be like Jane.” @janegoodallinst"
DWopDXaRhM_,reel,https://www.instagram.com/thedogist/reel/DWopDXaRhM_/,complete,1,32000,110,282,350,350,og_description_mixed_platform,0.8057,271,1712,6.07,1,44.19,25,2026-04-02T15:55:57.000Z,comments_exhausted_no_new_rounds,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T01:57:38.549Z,6924,hidden,15,350,2026-06-20T01:57:38.556Z,2026-06-20T01:59:21.177Z,91,visible,visible,"Maisie, Miniature Schnauzer (5 y/o), Spring & West Broadway, New York, NY • “She’s a very funny dog. She’s super quirky – she’s got a big personality, but also "
DWmMVPaRiie,reel,https://www.instagram.com/thedogist/reel/DWmMVPaRiie/,partial_unknown_target,1,0,,29,,,,,27,76,2.62,0,46,31,2026-04-01T17:04:36.000Z,comments_exhausted_no_new_rounds,comments_exhausted_no_new_rounds,1,worker-01,2026-06-20T01:59:27.178Z,3852,visible,14,,2026-06-20T01:59:27.179Z,2026-06-20T01:59:45.376Z,15,visible,visible,While at @globalpetexpo I found out my show DOGS is a finalist for the @shortyawards ! Creating the show has been a blast and it’s a huge honor to be nominated!
DWkacU4kfrp,p,https://www.instagram.com/thedogist/p/DWkacU4kfrp/,complete,1,29000,15,84,91,91,og_description_mixed_platform,0.9231,83,41,0.49,0,40.99,29.5,2026-04-01T00:29:10.000Z,comments_exhausted_no_new_rounds,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T01:59:55.621Z,7493,visible,13,91,2026-06-20T01:59:55.621Z,2026-06-20T02:00:20.290Z,30,visible,visible,March was busy and fun! Looking forward to t-shirt weather 😎
DWjlIjyx_JO,reel,https://www.instagram.com/thedogist/reel/DWjlIjyx_JO/,complete,1,0,,133,,,,,131,162,1.22,0,66.04,49,2026-03-31T16:44:03.000Z,comments_exhausted_no_new_rounds,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T02:00:27.520Z,5062,visible,15,,2026-06-20T02:00:27.521Z,2026-06-20T02:01:13.072Z,49,visible,visible,Here are some of the trends I saw at @globalpetexpo last week! One thing was very clear… People are very into their pets’ wellness! Which of these trends are yo
DWgjdtbBdWh,reel,https://www.instagram.com/thedogist/reel/DWgjdtbBdWh/,complete,1,35000,70,108,125,125,og_description_mixed_platform,0.864,104,1008,9.33,1,47.41,30.5,2026-03-30T12:30:05.000Z,comments_exhausted_no_new_rounds,unknown_target_exhausted_min_50,1,worker-01,2026-06-20T02:01:21.469Z,6233,visible,15,125,2026-06-20T02:01:21.470Z,2026-06-20T02:02:00.602Z,41,visible,visible,"Penny, Golden Retriever/Labrador Retriever mix (8 y/o), Prince & Thompson St., New York, NY • “This Saturday she tried to eat a whole chocolate croissant out of"
